,frequency,presence
today i m,4,1.0
i ll see,4,1.0
i am lol,4,1.0
i wish you,4,1.0
know if i,4,32.0
i may just,4,1.0
i still need,4,15.0
know how you,4,2.0
part of the,4,4.0
can make it,4,1.0
tell me what,4,3.0
bed good night,4,4.0
cleaning my room,4,1.0
and ice cream,4,1.0
think that s,4,3.0
playing with the,4,1.0
quot up quot,4,3.0
ve been on,4,1.0
to all my,4,1.0
it is the,4,1.0
know but i,4,1.0
nt see it,4,1.0
nt know that,4,1.0
i m thinking,4,1.0
if you guys,4,2.0
m not in,4,2.0
why must you,4,1.0
hit by a,4,1.0
if there is,4,1.0
to get out,4,1.0
the next weeks,4,1.0
last day at,4,1.0
just gon na,4,1.0
i will send,4,1.0
at the office,4,1.0
to sleep i,4,1.0
me i ll,4,1.0
this is not,4,1.0
need to start,4,7.0
is why i,4,1.0
to get through,4,44.0
back to bed,4,1.0
but ca nt,4,1.0
last day in,4,1.0
because of the,4,1.0
but do nt,4,1.0
have you seen,4,1.0
they re not,4,1.0
the video is,4,1.0
you re gon,4,1.0
bit of a,4,1.0
no not yet,4,1.0
i d rather,4,1.0
one to go,4,1.0
by a car,4,1.0
is listening to,4,1.0
too much to,4,1.0
i love him,4,1.0
i think of,4,1.0
but its not,4,5.0
have so much,4,5.0
are nt you,4,1.0
you do that,4,1.0
i was there,4,1.0
that there is,4,2.0
to be so,4,2.0
i did i,4,4.0
a cup of,4,1.0
is watching the,4,1.0
for the rest,4,1.0
re going to,4,1.0
most of the,4,1.0
she said no,4,1.0
u were nt,4,1.0
this is what,4,2.0
in the quot,4,6.0
much work to,4,1.0
forward to seeing,4,1.0
nt know you,4,1.0
my phone is,4,1.0
i see the,4,1.0
i could be,4,2.0
know if you,4,1.0
i just ca,4,1.0
he s not,4,1.0
what are u,4,1.0
you need a,4,1.0
work in a,4,1.0
wan na do,4,1.0
new to twitter,4,181.0
to do but,4,1.0
now off to,4,1.0
to wait till,4,1.0
it on my,4,1.0
nt be there,4,1.0
what i m,4,1.0
to be my,4,1.0
have a look,4,49.0
how it was,4,1.0
go on the,4,3.0
i can make,4,1.0
i am getting,4,1.0
how to make,4,1.0
you feel better,4,1.0
i get my,4,1.0
and listening to,4,181.0
you will be,4,2.0
you can have,4,1.0
do nt tell,4,4.0
once i get,4,1.0
another friday night,4,1.0
at the house,4,1.0
clean my room,4,1.0
wish you were,4,1.0
have to wake,4,1.0
all the good,4,1.0
and i still,4,2.0
i never got,4,1.0
what is it,4,1.0
nt know if,4,1.0
but if i,4,1.0
well i do,4,1.0
ca nt leave,4,1.0
just joined twitter,4,2.0
a lovely day,4,1.0
but have to,4,1.0
i was watching,3,1.0
i dont like,3,1.0
i still ca,3,1.0
i ended up,3,4.0
for when i,3,1.0
what s your,3,1.0
but i ve,3,2.0
s off to,3,5.0
done with my,3,1.0
going to try,3,1.0
thank you so,3,1.0
have to drive,3,1.0
oh no i,3,1.0
yeah i think,3,2.0
i m only,3,3.0
he has a,3,1.0
up for a,3,1.0
i try to,3,1.0
got home and,3,1.0
see you when,3,1.0
there are no,3,6.0
in a little,3,1.0
luck with the,3,1.0
but they are,3,1.0
is all over,3,1.0
u do nt,3,1.0
the stuff i,3,1.0
fall out boy,3,2.0
in line for,3,1.0
but you know,3,1.0
i was feeling,3,1.0
have no one,3,1.0
makes me cry,3,1.0
or so i,3,1.0
lol that is,3,1.0
hit me up,3,1.0
has to get,3,1.0
did nt you,3,1.0
nt do this,3,2.0
sign up for,3,1.0
day i was,3,1.0
think i may,3,1.0
a week of,3,1.0
i do that,3,1.0
is starting to,3,1.0
get the job,3,5.0
pic of you,3,3.0
be the first,3,1.0
just got off,3,1.0
on a plane,3,1.0
to wait until,3,2.0
for a long,3,1.0
long it takes,3,26.0
to find something,3,1.0
but i like,3,1.0
a whole different,3,1.0
work in the,3,1.0
be a long,3,1.0
now i want,3,1.0
my brother is,3,1.0
at home and,3,1.0
but could nt,3,1.0
think of it,3,1.0
the last couple,3,1.0
i have an,3,1.0
from a weekend,3,1.0
a while ago,3,5.0
ve never been,3,1.0
me want to,3,1.0
now that i,3,1.0
check out URL,3,1.0
a little later,3,1.0
ta get up,3,1.0
thank you i,3,1.0
m goin to,3,1.0
s wrong with,3,1.0
is it that,3,1.0
would you like,3,1.0
night in a,3,1.0
yup that s,3,1.0
i m feeling,3,1.0
but if you,3,1.0
sent u a,3,1.0
but no more,3,1.0
it s okay,3,9.0
sign up to,3,3.0
a good night,3,1.0
it for a,3,3.0
it and i,3,44.0
go see the,3,1.0
the birds are,3,1.0
to get an,3,1.0
last day for,3,1.0
to make the,3,1.0
i get home,3,3.0
not an option,3,1.0
to go the,3,1.0
me this morning,3,1.0
yeah me too,3,1.0
hey how are,3,1.0
looking at the,3,1.0
bout to go,3,1.0
ta be at,3,1.0
am i still,3,36.0
i have so,3,1.0
both of us,3,1.0
hope everything is,3,1.0
hang in there,3,5.0
been up for,3,1.0
but not the,3,1.0
want him to,3,1.0
out for a,3,26.0
can only imagine,3,1.0
a walk in,3,1.0
to do before,3,1.0
friday night and,3,1.0
heading to bed,3,1.0
ca nt you,3,1.0
to school on,3,1.0
in my house,3,1.0
if it s,3,2.0
buy me one,3,1.0
does nt show,3,1.0
quot may the,3,2.0
who wants to,3,1.0
listening to music,3,1.0
nt find you,3,1.0
wars day today,3,1.0
what i should,3,3.0
on the train,3,1.0
more and more,3,2.0
the weekend not,3,1.0
want to do,3,1.0
time is it,3,1.0
my name is,3,1.0
would be the,3,1.0
sun is shining,3,1.0
the family and,3,2.0
when i wake,3,2.0
have to make,3,1.0
this will be,3,1.0
i mean i,3,1.0
of a new,3,1.0
the doctor i,3,1.0
side of the,3,1.0
i ran out,3,2.0
of the week,3,1.0
out for you,3,1.0
was great but,3,1.0
to get this,3,1.0
get to watch,3,1.0
was nt that,3,1.0
i m waiting,3,1.0
take a pic,3,1.0
me on the,3,8.0
and all i,3,1.0
ca nt stop,3,1.0
cleaning the house,3,1.0
you get your,3,1.0
we ll have,3,1.0
haha i ll,3,1.0
m glad you,3,3.0
but i could,3,1.0
m not sure,3,5.0
as well but,3,1.0
want to give,3,1.0
me at the,3,1.0
did nt think,3,1.0
look forward to,3,181.0
please tell me,3,1.0
i am actually,3,3.0
i have some,3,1.0
the first one,3,1.0
about to get,3,1.0
the last two,3,1.0
all of you,3,2.0
a piece of,3,1.0
here comes the,3,1.0
on a card,3,1.0
wan na move,3,1.0
to miss her,3,1.0
ca nt play,3,1.0
quot there are,3,4.0
have nt had,3,1.0
realized that i,3,1.0
end of my,3,1.0
ive got a,3,1.0
lol i know,3,1.0
to read the,3,1.0
is back in,3,1.0
to jump in,3,1.0
in the back,3,1.0
it a few,3,1.0
the video on,3,1.0
most of my,3,1.0
she s a,3,1.0
you are going,3,1.0
only a few,3,1.0
my mom a,3,1.0
like a little,3,1.0
to see quot,3,1.0
my first day,3,1.0
you ll get,3,1.0
me have a,3,1.0
ice cream and,3,1.0
to work at,3,1.0
so sorry i,3,1.0
do nt work,3,121.0
at the beach,3,1.0
i think im,3,1.0
trying to make,3,2.0
to say that,3,1.0
a maccy s,3,1.0
that s about,3,1.0
i miss her,3,1.0
thought i d,3,2.0
ca nt vote,3,4.0
how s you,3,1.0
bed nighty night,3,1.0
gon na watch,3,1.0
to change the,3,1.0
in my mouth,3,4.0
home i m,3,1.0
love it if,3,1.0
it s because,3,1.0
and there was,3,1.0
ll try to,3,1.0
and i ve,3,1.0
what am i,3,1.0
it s cold,3,1.0
in a long,3,1.0
ta go back,3,1.0
in a couple,3,1.0
fell off the,3,1.0
excited to see,3,1.0
but i wo,3,2.0
just a little,3,1.0
that i will,3,5.0
to be up,3,1.0
working on my,3,1.0
yes i have,3,9.0
work on my,3,1.0
one of them,3,1.0
next week i,3,1.0
and it looks,3,1.0
im stuck in,3,1.0
haha i did,3,1.0
my friends and,3,1.0
you when i,3,1.0
to sleep for,3,1.0
ca nt remember,3,1.0
at work right,3,2.0
sure i can,3,1.0
a new week,3,1.0
going to my,3,1.0
nt believe you,3,1.0
what happens when,3,1.0
is my last,3,1.0
with me i,3,17.0
send you a,3,1.0
nt see my,3,1.0
what i do,3,1.0
that in a,3,1.0
ready for school,3,1.0
a picture of,3,1.0
i m too,3,1.0
just waiting for,3,1.0
nt be a,3,1.0
me to go,3,3.0
have nt been,3,1.0
not for me,3,1.0
home from a,3,1.0
do that i,3,16.0
lol yeah i,3,1.0
i wake up,3,1.0
you are a,3,1.0
now we re,3,4.0
looks like a,3,1.0
i could use,3,13.0
for the whole,3,7.0
cause i m,3,1.0
turns out i,3,3.0
not on the,3,1.0
thank god for,3,1.0
hour to get,3,6.0
head to bed,3,1.0
is the one,3,1.0
na get ready,3,2.0
no i didnt,3,1.0
did i mention,3,2.0
so i think,3,1.0
you because you,3,3.0
na go shopping,3,1.0
get it fixed,3,1.0
catch up on,3,7.0
looks like it,3,1.0
he s gone,3,2.0
to watch it,3,1.0
what i did,3,1.0
of them are,3,1.0
dinner with the,3,15.0
no money to,3,1.0
for work and,3,1.0
i want her,3,1.0
me and i,3,10.0
get my hair,3,1.0
oh that s,3,1.0
it was good,3,1.0
to text me,3,3.0
know what s,3,2.0
big hair rock,3,1.0
as it is,3,5.0
need to catch,3,1.0
URL URL URL,3,1.0
go for the,3,1.0
ta go to,3,1.0
would nt have,3,1.0
we want to,3,1.0
to work in,3,19.0
morning i m,3,1.0
so are you,3,1.0
omg it s,3,1.0
episode of jonas,3,1.0
every time i,3,1.0
makes me feel,3,1.0
of those days,3,1.0
on my laptop,3,1.0
you do it,3,1.0
more days till,3,2.0
of the last,3,1.0
might have to,3,5.0
does nt want,3,1.0
s friday but,3,1.0
dinner with my,3,1.0
it s no,3,1.0
i can have,3,23.0
they are nt,3,1.0
even if it,3,1.0
to play with,3,1.0
take a look,3,18.0
of the new,3,1.0
were going to,3,1.0
ago it was,3,2.0
and i never,3,1.0
but she was,3,1.0
at in the,3,1.0
hun i m,3,1.0
heading to the,3,1.0
i m fine,3,2.0
m stuck in,3,1.0
where is my,3,1.0
go for a,3,1.0
up and go,3,2.0
to hear i,3,1.0
you and i,3,1.0
it was in,3,1.0
not be able,3,1.0
besties if only,3,2.0
how much i,3,3.0
you re the,3,1.0
i thought we,3,1.0
out of work,3,1.0
we had a,3,1.0
to get in,3,1.0
its going to,3,1.0
you guys are,3,1.0
ll get to,3,2.0
me when you,3,1.0
not want to,3,1.0
when you have,3,1.0
waiting in line,3,1.0
s under a,3,2.0
hope you find,3,1.0
its too early,3,4.0
not get to,3,1.0
work at the,3,1.0
be in bed,3,1.0
of the office,3,1.0
it was too,3,23.0
to try it,3,1.0
here it s,3,1.0
of the way,3,1.0
tomorrow i ll,3,3.0
as bad as,3,1.0
my last night,3,1.0
but i bet,3,1.0
just one of,3,1.0
bought a new,3,2.0
the gym and,3,1.0
have an extra,3,1.0
brothers soccer game,3,1.0
it was fun,3,2.0
member of the,3,1.0
morning to you,3,4.0
are you i,3,1.0
it would have,3,1.0
more than i,3,1.0
a great weekend,3,1.0
na go out,3,2.0
back to me,3,1.0
an hour i,3,23.0
back at home,3,1.0
i might be,3,1.0
i havent got,3,1.0
me in the,3,2.0
which is a,3,1.0
friend but i,3,1.0
it s also,3,1.0
wanted to see,3,1.0
i can imagine,3,1.0
was fun i,3,39.0
URL it s,3,1.0
m no longer,3,1.0
to try and,3,1.0
at least the,3,1.0
i just had,3,1.0
nt know who,3,1.0
cause i dont,3,1.0
but i cant,3,1.0
you come back,3,4.0
to be home,3,1.0
work right now,3,1.0
cant fall asleep,3,2.0
to make me,3,1.0
not too bad,3,26.0
to the gym,3,1.0
i must say,3,2.0
on my head,3,1.0
had to work,3,1.0
something to do,3,1.0
let s go,3,2.0
on a roll,3,1.0
go back and,3,1.0
a loong time,3,2.0
that is so,3,1.0
no i did,3,1.0
time i m,3,1.0
is on my,3,2.0
i had no,3,4.0
want to but,3,1.0
on a diet,3,1.0
will be more,3,1.0
you coming to,3,1.0
s not good,3,1.0
nt be on,3,1.0
of it s,3,2.0
they were nt,3,2.0
m at the,3,4.0
cant wait for,3,1.0
that but i,3,1.0
is looking forward,3,19.0
ve got my,3,1.0
hours of sleep,3,1.0
and i didnt,3,1.0
it s very,3,1.0
so nice to,3,1.0
do with it,3,1.0
figure out what,3,1.0
gon na read,3,1.0
come back to,3,1.0
m just a,3,1.0
better but i,3,1.0
to my new,3,1.0
wo nt work,3,1.0
this morning and,3,3.0
to me the,3,1.0
that did nt,3,1.0
time in weeks,3,1.0
you and you,3,1.0
i listen to,3,2.0
the other side,3,1.0
out check it,3,2.0
i think she,3,1.0
on my ipod,3,1.0
for me i,3,1.0
it off and,3,1.0
that all the,3,1.0
and if you,3,1.0
i ai nt,3,5.0
how r u,3,1.0
all the way,3,1.0
and i dunno,3,2.0
i dont wan,3,1.0
i can give,3,1.0
ve been up,3,7.0
we have to,3,1.0
it s am,3,1.0
all of a,3,1.0
done with the,3,1.0
know i ca,3,1.0
to you but,3,1.0
could nt resist,3,1.0
tomorrow it s,3,1.0
take a shower,3,3.0
to keep it,3,1.0
and get a,3,1.0
nt like it,3,1.0
to wait another,3,1.0
are nt they,3,49.0
though i m,3,1.0
got a few,3,2.0
have the keys,3,1.0
up in hours,3,1.0
most of it,3,1.0
forward to a,3,3.0
nt go out,3,1.0
i am on,3,1.0
would have to,3,12.0
that was me,3,11.0
is the best,3,1.0
aww i know,3,1.0
no one will,3,1.0
make me smile,3,2.0
he s off,3,1.0
the sun has,3,1.0
like i do,3,1.0
if you were,3,1.0
figuring out how,3,5.0
s a lot,3,1.0
i got to,3,1.0
glad it s,3,1.0
gets to me,3,1.0
i would love,3,1.0
for my iphone,3,1.0
is i m,3,1.0
trying to find,3,4.0
went to get,3,1.0
but we re,3,1.0
blame it on,3,1.0
and no one,3,1.0
to get thru,3,8.0
do you want,3,1.0
you can still,3,1.0
for a job,3,2.0
and had a,3,1.0
and i really,3,1.0
just tried to,3,1.0
i still want,3,1.0
to do this,3,1.0
i talk to,3,8.0
but im still,3,1.0
want to get,3,4.0
a new one,3,1.0
ll go to,3,2.0
wo nt see,3,1.0
i m jealous,3,1.0
sorry about your,3,1.0
the grocery store,3,1.0
the way it,3,2.0
is sold out,3,1.0
i was born,3,2.0
to see what,3,1.0
as far as,3,2.0
to my old,3,1.0
there s nothing,3,3.0
and have a,3,1.0
know it was,3,1.0
me did nt,3,17.0
are you today,3,3.0
i read that,3,1.0
i just did,3,1.0
is waiting for,3,1.0
had a dream,3,1.0
what happened i,3,1.0
that little girl,3,7.0
m on twitter,3,1.0
i got one,3,3.0
rub it in,3,1.0
happened to my,3,26.0
have been there,3,1.0
to clean my,3,1.0
out to dinner,3,3.0
u have a,3,1.0
on the floor,3,1.0
my brothers soccer,3,1.0
we wo nt,3,1.0
i had fun,3,1.0
i really should,3,1.0
m so tired,3,1.0
i m planning,3,1.0
know i love,3,1.0
up all night,3,1.0
which is why,3,15.0
be at the,3,1.0
much better than,3,1.0
s his last,3,1.0
with my friend,3,1.0
a movie with,3,1.0
day but i,3,1.0
still want to,3,1.0
really want a,3,9.0
on that one,3,1.0
i am jealous,3,3.0
i have lots,3,1.0
shame i m,3,1.0
this year i,3,1.0
dont get to,3,1.0
got caught in,3,1.0
nt find it,3,1.0
at and i,3,1.0
yet i have,3,1.0
until i get,3,1.0
na see the,3,1.0
too much work,3,1.0
to open the,3,1.0
out of town,3,1.0
way to go,3,1.0
he s got,3,1.0
i got you,3,1.0
now there s,3,1.0
i like it,3,2.0
with my mommy,3,1.0
see the video,3,1.0
s not the,3,1.0
for the new,3,1.0
still have nt,3,3.0
over the place,3,1.0
nt like the,3,8.0
it so i,3,5.0
s going on,3,1.0
and my boyfriend,3,1.0
have to move,3,1.0
miss miss miss,3,1.0
so had to,3,1.0
new on twitter,3,1.0
in less than,3,1.0
it is in,3,35.0
here s a,3,1.0
was a lil,3,3.0
need to buy,3,1.0
is nt as,3,1.0
know that feeling,3,1.0
is at work,3,1.0
s kind of,3,1.0
with a friend,3,11.0
would if i,3,1.0
all i can,3,3.0
nt going to,3,1.0
gon na make,3,1.0
in the making,3,1.0
front of the,3,8.0
the last day,3,1.0
when are you,3,2.0
does anyone know,3,1.0
wagon and had,3,1.0
please let me,3,1.0
while listening to,3,3.0
i m soo,3,1.0
do nt panic,3,1.0
to get home,3,1.0
new episode of,3,1.0
keep that in,3,1.0
listening to a,3,1.0
to the uk,3,6.0
i just spent,3,1.0
a break from,3,1.0
it s mothers,3,1.0
do nt go,3,1.0
dyed my hair,3,1.0
gon na follow,3,1.0
for the most,3,4.0
waiting to start,3,1.0
though i do,3,1.0
in the face,3,4.0
a beautiful day,3,1.0
i love me,3,1.0
we re off,3,12.0
it s more,3,3.0
i m the,3,1.0
left on my,3,1.0
i missed you,3,3.0
now have to,3,2.0
do nt u,3,12.0
get a ticket,3,1.0
i ll stop,3,46.0
we are going,3,1.0
the only way,3,1.0
im on my,3,1.0
until next week,3,1.0
say it s,3,2.0
s my birthday,3,1.0
at work at,3,5.0
up i m,3,1.0
to be on,3,1.0
home in the,3,1.0
they seem to,3,2.0
of the time,3,1.0
with my mom,3,1.0
much as i,3,1.0
and i forgot,3,1.0
do you like,3,1.0
to the vet,3,12.0
what can i,3,1.0
would you do,3,1.0
out with the,3,7.0
i was too,3,1.0
happened to me,3,2.0
my heart is,3,1.0
u gon na,3,2.0
now got ta,3,1.0
will never be,3,1.0
me too i,3,1.0
to the end,3,2.0
the person i,3,1.0
really have to,3,1.0
to do when,3,1.0
to work it,3,1.0
am trying to,3,1.0
i hope so,3,1.0
i feel a,3,1.0
waiting for a,3,1.0
my mom is,3,1.0
anyone want to,3,11.0
shame i have,3,1.0
cause i was,3,1.0
i forgot my,3,1.0
see it but,3,1.0
not sure i,3,1.0
love to be,3,1.0
we need to,3,2.0
just sign up,3,2.0
i just have,3,1.0
the night to,3,1.0
you mean the,3,4.0
i have more,3,1.0
i cant wait,3,1.0
it s kinda,3,1.0
on the new,3,1.0
it s too,3,1.0
to you and,3,1.0
i wish the,3,1.0
na be my,3,1.0
make sure you,3,1.0
had a nice,3,1.0
i swear i,3,3.0
a on my,3,1.0
please do nt,3,1.0
on a saturday,3,2.0
do nt forget,3,1.0
it s one,3,1.0
so sad but,3,1.0
i bet i,3,1.0
i am i,3,1.0
still waiting on,3,1.0
time for work,3,1.0
time of the,3,1.0
come with me,3,1.0
i was like,3,1.0
where i am,3,9.0
up for the,3,1.0
is really good,3,6.0
that does nt,3,1.0
i m awake,3,1.0
is on the,3,1.0
you re so,3,1.0
trying to stay,3,1.0
mean i m,3,1.0
to the park,3,35.0
the weekend but,3,1.0
cant wait to,3,1.0
to come on,3,1.0
going out to,3,1.0
back in a,3,1.0
so much i,3,1.0
the day i,3,1.0
i can never,3,1.0
i dunno if,3,4.0
get used to,3,1.0
nt know the,3,1.0
you were on,3,1.0
just a few,3,2.0
ve got ta,3,2.0
i am just,3,1.0
not so sure,3,2.0
sitting at home,3,1.0
are you sad,3,1.0
to sleep now,3,4.0
im so excited,3,2.0
on a brighter,3,1.0
i really wish,3,1.0
be back on,3,1.0
wo nt go,3,3.0
nt get any,3,20.0
at this point,3,2.0
think the sun,3,1.0
if i did,3,1.0
one but i,3,1.0
the phone with,3,1.0
day here in,3,1.0
get up at,3,1.0
sorry but i,3,1.0
the wagon and,3,1.0
guess it was,3,14.0
on my mind,3,1.0
i bet they,3,1.0
a long weekend,3,1.0
that s just,3,2.0
well i guess,3,1.0
work i go,3,1.0
i was supposed,3,1.0
me and the,3,1.0
it i m,3,1.0
last time i,3,1.0
nt catch it,3,1.0
it from the,3,1.0
why are they,3,20.0
the first to,3,1.0
the weather is,3,1.0
get to meet,3,1.0
still ca nt,3,1.0
have never seen,3,1.0
and miss you,3,1.0
with you i,3,1.0
i will see,3,1.0
to hang out,3,1.0
but i hope,3,1.0
not coming to,3,1.0
to meet you,3,1.0
to use it,3,1.0
to the cinema,3,1.0
been there done,3,1.0
saturday and sunday,3,1.0
i can not,3,1.0
i see your,3,1.0
you can do,3,10.0
is new to,3,121.0
might as well,3,1.0
both of you,3,1.0
to bed good,3,1.0
did you know,3,1.0
all of the,3,1.0
being able to,3,1.0
call you but,3,1.0
i was talking,3,1.0
that i ve,3,1.0
the top of,3,1.0
forward to it,3,1.0
learn how to,3,1.0
it when it,3,10.0
are on the,3,1.0
a brighter note,3,2.0
this is how,3,1.0
aww i m,3,3.0
sitting at the,3,44.0
at home with,3,1.0
you are my,3,1.0
to take it,3,1.0
may have to,3,1.0
my mom for,3,1.0
mom and dad,3,32.0
and catching up,3,3.0
this is your,3,2.0
i usually do,3,1.0
day and i,3,1.0
are you guys,3,1.0
s the way,3,1.0
does nt get,3,1.0
this one off,3,1.0
know there was,3,3.0
who i have,3,1.0
just got up,3,1.0
to see how,3,1.0
on the computer,3,1.0
i m afraid,3,1.0
such a beautiful,3,1.0
keep up with,3,1.0
i hate it,3,1.0
the most part,3,1.0
and do nt,3,2.0
drink but i,3,1.0
find my way,3,1.0
one on the,3,1.0
that is not,3,1.0
few more hours,3,1.0
me for a,3,2.0
the thought of,3,1.0
is almost over,3,1.0
s last show,3,1.0
a link to,3,1.0
too i do,3,1.0
quot or quot,3,1.0
you re having,3,1.0
in all of,3,1.0
what s with,3,1.0
at work today,3,1.0
least i m,3,1.0
to see him,3,12.0
nt have anything,3,4.0
like a year,3,1.0
now i ll,3,1.0
now do nt,3,2.0
why did i,3,1.0
me know if,3,1.0
anyone wan na,3,1.0
were nt any,3,1.0
i gave her,3,1.0
for me tonight,3,1.0
watching ace of,3,2.0
sun has gone,3,1.0
we ll get,3,1.0
in a good,3,1.0
you get back,3,1.0
s official i,3,1.0
get a new,3,1.0
we will miss,3,1.0
out on the,3,1.0
hope i can,3,1.0
me to the,3,1.0
just saw a,3,2.0
that in mind,3,1.0
shout out to,3,1.0
gon na take,3,1.0
with the bf,3,1.0
my besties if,3,1.0
of a sudden,3,2.0
i have seen,3,1.0
we do nt,3,1.0
think he s,3,1.0
i may have,3,1.0
out of bed,3,1.0
out and play,3,1.0
all of my,3,1.0
whats on my,3,1.0
all the people,3,1.0
if you need,3,1.0
finally made it,3,1.0
who s going,3,1.0
want to know,3,1.0
i have one,3,1.0
nt believe how,3,1.0
to play it,3,1.0
or not i,3,1.0
i ve done,3,3.0
on the couch,3,12.0
go out tonight,3,1.0
had a maccy,3,1.0
well as long,3,1.0
after a while,3,1.0
to come home,3,1.0
well now i,3,1.0
just told me,3,1.0
caught in the,3,1.0
the beginning of,3,1.0
there done that,3,1.0
i hope everything,3,1.0
to see that,3,1.0
we get to,3,1.0
i was only,3,1.0
can hang out,3,7.0
to keep me,3,1.0
nice to wake,3,1.0
has to go,3,1.0
nt think so,3,1.0
his last day,3,1.0
of my day,3,1.0
and a half,3,1.0
little bit of,3,1.0
trying to work,3,1.0
i am soo,3,9.0
what i just,3,1.0
i want him,3,1.0
anything to do,3,1.0
to the show,3,1.0
busy busy busy,3,1.0
sometimes i wish,3,1.0
ok i guess,3,1.0
to know if,3,1.0
have a new,3,14.0
like i have,3,1.0
ve just realised,3,1.0
with me lol,3,1.0
ll keep that,3,2.0
get through the,3,1.0
off to sleep,3,2.0
up for it,3,1.0
is a good,3,3.0
is nt it,3,1.0
i know the,3,1.0
look at my,3,1.0
did nt really,3,1.0
so much more,3,1.0
last night was,3,1.0
up i have,3,4.0
will get a,3,1.0
is not an,3,1.0
to see a,3,1.0
i needed to,3,4.0
it ca nt,3,1.0
u live in,3,1.0
you get a,3,1.0
bank holiday monday,3,1.0
it for free,3,1.0
can sleep in,3,1.0
find something to,3,1.0
i start to,3,2.0
a list of,3,1.0
dead like me,3,2.0
to sort out,3,1.0
s one of,3,1.0
probably wo nt,3,1.0
way to the,3,1.0
well at least,3,1.0
morning off to,3,1.0
was nt there,3,2.0
should go to,3,1.0
it turns out,3,1.0
i d love,3,1.0
for you is,3,1.0
any of that,3,1.0
na have to,3,1.0
but does nt,3,1.0
just wants to,3,1.0
i can just,3,1.0
at the park,3,1.0
week with a,3,13.0
i hope we,3,1.0
that i can,3,2.0
he s a,3,1.0
off the wagon,3,1.0
you have nt,3,1.0
a direct message,3,1.0
is nt a,3,1.0
of course it,3,2.0
i think he,3,1.0
in the park,3,1.0
did nt like,3,1.0
so how s,3,1.0
if u have,3,1.0
so sorry to,3,1.0
i hate the,3,1.0
something like that,3,5.0
i ve already,3,2.0
will be at,3,1.0
time to play,3,12.0
link to the,3,1.0
at least he,3,1.0
quot and quot,3,1.0
put up a,3,1.0
wants to see,3,1.0
can i get,3,1.0
on way to,3,1.0
from the gym,3,3.0
i m an,3,1.0
at some point,3,2.0
dm you but,3,1.0
i hear you,3,1.0
tell me about,3,1.0
it to you,3,1.0
i would if,3,3.0
back from a,3,1.0
hannah montana movie,3,2.0
just in case,3,1.0
i work in,3,1.0
i m listening,3,1.0
have to put,3,1.0
i can dm,3,1.0
in a pub,3,2.0
had to take,3,1.0
in the library,3,19.0
