,textID,text,selected_text,sentiment
501,d307874770, It was on my CNN subscription on Google Reader. I couldn't help but repost it,It was on my CNN subscription on Google Reader. I couldn't help but repost it,neutral
503,2d813d9258,"I haven't been replying to people because seriously, I haven't refreshed twitter for a while.  Sorry.   Thanks.","I haven't been replying to people because seriously, I haven't refreshed twitter for a while.  Sorry.   Thanks.",neutral
508,702f8e9bbd,writing,writing,neutral
509,b12cead655,"just woke up, hopefully going to see the Xmen film today?","just woke up, hopefully going to see the Xmen film today?",neutral
512,fc93cbf8e2,i blame you all!  got it??? good :p she better be in good condition 2! &lt;33 night,i blame you all!  got it??? good :p she better be in good condition 2! &lt;33 nig,neutral
516,b4d97ce5d0, well sure hope they can do that...,well sure hope they can do that...,neutral
522,a0414ae0e5,Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,Hearing a surprising news about my bestfriend...where are you sis ? You have to tell me the whole story,neutral
523,397d867c2d,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,My moms calling hospice 4 great gpa  its only a matter of time only God knows.,neutral
524,2e8ba589b3,I am finally on a roll... now time to stop.   Is it weird when you love what you do?,I am finally on a roll... now time to stop.   Is it weird when you love what you do?,neutral
527,12f430c6c2,"To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed","To make a long day short--I did nothing. =D well, I had some friends over they just left (3:55am) We have been drinking since 9.  Smashed",neutral
529,dc5ee645fb, Why can't you? Are you rooting for Ali in the Twitter war?,Why can't you? Are you rooting for Ali in the Twitter war?,neutral
531,8626202598,horseback riding,horseback riding,neutral
532,228db35ee0,Grey's 'Sweet Surrender'  http://tinyurl.com/d5mjyj,Grey's 'Sweet Surrender'  http://tinyurl.com/d5mjyj,neutral
533,5687f03c2b,just got home from the last day of school.  graduation tomorrow.,just got home from the last day of school.  graduation tomorrow.,neutral
534,d663086e9e, ... Yes.  That's what I said.,... Yes.  That's what I said.,neutral
537,b8ba2e0d51, I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick.,I hope it's something relatively minor and easy to heal. I can't stand it when the furbabies get sick.,neutral
540,512bc6d6de,getting ready for work,getting ready for work,neutral
546,a3d0035ce0, Oh no! Hope you find your voice soon,Oh no! Hope you find your voice soon,neutral
548,ce7cbb3384,"Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!!","Soo embarassed I didn't see the tweets I've been getting from kind followers.    I'll do better, I promise!!",neutral
550,f0f1061151,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bull!,back from dinner w. my family. i'm not meeting christine anymore  sunny weather tomorrow and a day out &amp; about. i want red bul,neutral
551,ce7169efb0,Just got back.,Just got back.,neutral
552,844c3a5947,http://pic.gd/fad84c One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,One Sunday night at Helsinki. We hadn't drink anything... xD yeah RIGHT!,neutral
553,f8a81a3662,iProcrastinate: This is by far my #1 character flaw. Gotta session at 11 and I don't want to emerge from my covers.,This is by far my #1 character flaw. Gotta session at 11 and I don't want to emerge from my covers.,neutral
555,f17a9a9549,"Finally in my bed, &amp; I must say, I had quite an evening. I'm ready to tackle this work week &amp; see what next weekend has in store for me","Finally in my bed, &amp; I must say, I had quite an evening. I'm ready to tackle this work week &amp; see what next weekend has in store",neutral
557,1dd93ad2be,wishes she would call him ...   *hc*,wishes she would call him ...   *hc*,neutral
559,3b5b1d7305, legit. Legit cruise.,legit. Legit cruise.,neutral
566,1f85938ff3,Downtown was fun tonight  The walk back to the car was rediculous lol,Downtown was fun tonight  The walk back to the car was rediculous lol,neutral
568,81688f3ec0,Off work,Off work,neutral
569,1e45baa232,"Isss boredddd, gotta be up in the morningg","Isss boredddd, gotta be up in the morningg",neutral
574,103ea43074," Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)","Yeah, I agree. it does.  BTW, check out !linuxoutlaws. ;)",neutral
575,1bc1852a6d,"Who starts a briefing at 7:30 a.m.? People on the East Coast, that's who.","Who starts a briefing at 7:30 a.m.? People on the East Coast, that's who.",neutral
578,1d88c41041,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,I missed the  announcement   Something about being flow out for a concert? Can anyone fill me in?,neutral
579,4f6b25d5af,Back from brunch. Hopefully I lured two more friends here.,Back from brunch. Hopefully I lured two more friends here.,neutral
582,cf7297c0a4, Equations and graphs,Equations and graphs,neutral
583,7c25a30b87,i just dyed my hair,i just dyed my hair,neutral
584,1b1bbbf263, Haha same as miine,Haha same as miine,neutral
585,085f5b591e,_ Goodnight,Goodnight,neutral
587,1fb2cc30c5,Notion video deleted.,Notion video deleted.,neutral
589,a1c107ea8e,http://twitpic.com/4wsy6 - Beauty.  Going out now!,Beauty.  Going out now!,neutral
592,ee0173c38c,Playing see you again-miley cyrus in the shop,Playing see you again-miley cyrus in the shop,neutral
593,5addf8a3c8,wants this summer to actually have some sun in it,wants this summer to actually have some sun in it,neutral
595,70729836f7,Wrapped up some html/java work now spending the night dabbling in some flash intros,Wrapped up some html/java work now spending the night dabbling in some flash intros,neutral
596,f397ab55be, Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,Britain's Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time!,neutral
598,e504c3938c,_Grenade The link 404'd.,_Grenade The link 404'd.,neutral
601,c1112a3803," Unfortunately your fix didn't work..   Oh well, I'm lovin' me some PeopleBrowsr anyways!","Unfortunately your fix didn't work..   Oh well, I'm lovin' me some PeopleBrowsr anyways!",neutral
603,5f06a5a615," talk to their creators yesterday no date for public release, just developers","talk to their creators yesterday no date for public release, just developers",neutral
605,5d33f6bac5,schade  #tv_addict,schade  #tv_addict,neutral
609,613e671a65,"Heading to bed. I think I'll read for a bit, propped up on fluffy pillows.","Heading to bed. I think I'll read for a bit, propped up on fluffy pillows.",neutral
611,497470c5f8, I'm not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,I'm not too bad. Just trying to get by so I can live the dream AND rule the world.   Saving up for a super hero costume.,neutral
612,f49eb61bf7,i am talkin on da phone and typin at da same time,i am talkin on da phone and typin at da same time,neutral
615,0965b61ef3, Ahhhhh  Well at least I'm up to!,Ahhhhh  Well at least I'm up to!,neutral
616,2dc0c68463,Im moving to canada,Im moving to canada,neutral
620,03e8d4538e," Oh, I'm jealous (how surprising)","Oh, I'm jealous (how surprising)",neutral
621,c9b44d16d2," Not addicted, just sociable.","Not addicted, just sociable.",neutral
624,8214a1caae, 1 pm...,1 pm...,neutral
625,63fec8932a,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,@ it hurts me that my sister has so much potential and she isnt using any of it  what a waste of God-given talent.,neutral
627,5f2c4039cd,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com ,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com,neutral
628,d632d916e1,"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc","Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjd",neutral
632,5985faebf0,Aww man I left all my laffy taffy's at work,Aww man I left all my laffy taffy's at work,neutral
633,169f6ef064, tom is not with u!  hahahahahahhah he's with my bff,tom is not with u!  hahahahahahhah he's with my bff,neutral
634,f9c05c3110,"is back...been feeling ill and extremely busy all week. happy mother's day, to all you mama's out there","is back...been feeling ill and extremely busy all week. happy mother's day, to all you mama's out there",neutral
636,9d6a07033b,My throat is on fire,My throat is on fire,neutral
638,f17383a1eb," Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He's in the nosebleeds, so really SHOUT out","Please give a shout out to my boyfriend Ron Griffin at 10pm show in Denver. He's in the nosebleeds, so really SHOUT out",neutral
639,817b684c10, its the wine!!,its the wine!!,neutral
644,401993dae4,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral
647,c6fb921d11,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else st,neutral
648,1a90989cc0, i think i ordered a few days after you. Maybe you got something that was on backorder?,i think i ordered a few days after you. Maybe you got something that was on backorder?,neutral
649,4191b19b71, i was at the outlets too,i was at the outlets too,neutral
650,1376de5329,Just Finished My English Final...Just One Step Closer To The End.,Just Finished My English Final...Just One Step Closer To The End.,neutral
652,1029600232, you own a didgeridoo?!?!,you own a didgeridoo?!?!,neutral
653,7e1f400b72,I have now realized I am not cool enough to ever get a shout out from   (this player will not be playing on! hahahah),I have now realized I am not cool enough to ever get a shout out from   (this player will not be playing on! hahahah),neutral
654,e19bdff99d, it's like 20 bucks for 10 shots  what kind of camera do you have?,it's like 20 bucks for 10 shots  what kind of camera do you have?,neutral
655,1df4a18f20, i was studying computing this year...bring as feck!! changing to plant science  next year,i was studying computing this year...bring as feck!! changing to plant science  next year,neutral
658,319c317bea, google away,google away,neutral
659,3fe5d830f7,doesnt have a hangover  and is getting ready for a good ol' english fry up,doesnt have a hangover  and is getting ready for a good ol' english fry up,neutral
662,65539f18d2,"_spark heheh.  Odd though, I thought a couple of the others I'd done were better","Odd though, I thought a couple of the others I'd done were better",neutral
666,2a17f7ee46, I know exactly what you mean. My treats are more 'awhile' than 'once in',I know exactly what you mean. My treats are more 'awhile' than 'once in',neutral
